OG17,CHCC3370-GS818-49_01380, CHCC6052-GS489-31_00448, CHCC9673-GS819_00060, Il1403_contigs_01523, Il1403_contigs_01125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG18,CHCC10541-GS815_02198, CHCC11562-GS805-49_00001, CHCC11563-GS802-50_02225, CHCC11806-GS806-49_02538, CHCC12076-GS809-57_01201, CHCC3370-GS818-49_02618, CHCC5614-PO34_00624, CHCC6052-GS489-31_02531, CHCC7249-GS982-66_02263, Ll_cremoris_MG1363_complete_01574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG19,CHCC10675-GS3471-167_01049, CHCC11877-GS807-49_02466, CHCC12001-GS808J-54_01430, CHCC4421-GS935-60_03375, CHCC6086-GS906-61_00772, Il1403_contigs_01002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG20,CHCC3370-GS818-49_01325, CHCC4421-GS935-60_03789, CHCC6052-GS489-31_00078, Il1403_contigs_01534, Il1403_contigs_01114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG21,CHCC10675-GS3471-167_00935, CHCC11877-GS807-49_01407, CHCC12001-GS808J-54_00723, CHCC4421-GS935-60_01647, CHCC6086-GS906-61_00059, Il1403_contigs_02143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG22,CHCC11806-GS806-49_00670, CHCC11877-GS807-49_00205, CHCC12001-GS808J-54_00830, CHCC4421-GS935-60_03293, CHCC9673-GS819_02526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG23,CHCC10541-GS815_00051, CHCC10675-GS3471-167_00250, CHCC11547-GS820-49_01587, CHCC11562-GS805-49_01266, CHCC11806-GS806-49_02279, CHCC11877-GS807-49_02200, CHCC12001-GS808J-54_00088, CHCC12076-GS809-57_00608, CHCC2289-PO35_01848, CHCC3370-GS818-49_00113, CHCC4421-GS935-60_00544, CHCC4433-GS981-66_00746, CHCC5614-PO34_01067, CHCC6052-GS489-31_01869, CHCC6086-GS906-61_01281, CHCC7249-GS982-66_02169, CHCC9673-GS819_01488, Il1403_contigs_01189, Ll_cremoris_MG1363_complete_01532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG24,CHCC11547-GS820-49_01753, CHCC4421-GS935-60_02192, CHCC4421-GS935-60_01254, CHCC6086-GS906-61_02619, CHCC6086-GS906-61_00736, CHCC6086-GS906-61_02324, CHCC9673-GS819_01287, Il1403_contigs_00498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG25,CHCC10541-GS815_01164, CHCC11547-GS820-49_02402, CHCC11553-GS816-84_01702, CHCC11562-GS805-49_02380, CHCC11563-GS802-50_00870, CHCC11806-GS806-49_00467, CHCC12076-GS809-57_02058, CHCC12087-GS810-64_00778, CHCC12088-GS811-49_02252, CHCC13371-GS817-49_01739, CHCC2289-PO35_02262, CHCC3027-GS813-49_01571, CHCC3370-GS818-49_00024, CHCC4421-GS935-60_03222, CHCC4433-GS981-66_02323, CHCC5614-PO34_02345, CHCC6052-GS489-31_01187, CHCC7249-GS982-66_01257, CHCC9673-GS819_02134, Ll_cremoris_MG1363_complete_01048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG26,CHCC10675-GS3471-167_01478, CHCC11562-GS805-49_02584, CHCC11877-GS807-49_00434, CHCC11877-GS807-49_00195, CHCC12001-GS808J-54_01733, CHCC12001-GS808J-54_00820, CHCC3370-GS818-49_00937, CHCC4421-GS935-60_02542, CHCC4433-GS981-66_01453, CHCC5614-PO34_01879, CHCC5614-PO34_02317, CHCC6052-GS489-31_00341, CHCC6086-GS906-61_00554, CHCC9673-GS819_02536, CHCC9673-GS819_01063, Il1403_contigs_00052, Ll_cremoris_MG1363_complete_00048,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG27,CHCC10675-GS3471-167_00282, CHCC11547-GS820-49_00837, CHCC11553-GS816-84_01630, CHCC11562-GS805-49_00352, CHCC12087-GS810-64_00588, CHCC12088-GS811-49_01017, CHCC13371-GS817-49_02263, CHCC3027-GS813-49_00061, CHCC3370-GS818-49_01982, CHCC4433-GS981-66_02477, CHCC6052-GS489-31_02035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG28,CHCC10541-GS815_01742, CHCC11553-GS816-84_00392, CHCC11562-GS805-49_01626, CHCC11563-GS802-50_01002, CHCC12087-GS810-64_01491, CHCC12088-GS811-49_01684, CHCC13371-GS817-49_01289, CHCC3027-GS813-49_01354, CHCC4421-GS935-60_03070, CHCC4433-GS981-66_00948, CHCC9673-GS819_01219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG29,CHCC11553-GS816-84_01916, CHCC11553-GS816-84_02374, CHCC3027-GS813-49_02105, CHCC3370-GS818-49_01901, CHCC6052-GS489-31_00003, CHCC6086-GS906-61_02833, CHCC9673-GS819_00140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG30,CHCC11562-GS805-49_01617, CHCC11806-GS806-49_02572, CHCC2289-PO35_00514, CHCC4421-GS935-60_04920, CHCC4433-GS981-66_02424, CHCC7249-GS982-66_02372, CHCC9673-GS819_02232,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG31,CHCC10541-GS815_00403, CHCC11547-GS820-49_00298, CHCC11553-GS816-84_02241, CHCC11562-GS805-49_01227, CHCC11563-GS802-50_01152, CHCC11806-GS806-49_00725, CHCC12087-GS810-64_01685, CHCC12088-GS811-49_01843, CHCC13371-GS817-49_01226, CHCC2289-PO35_00778, CHCC3027-GS813-49_01404, CHCC3370-GS818-49_00484, CHCC4421-GS935-60_01757, CHCC4433-GS981-66_01312, CHCC5614-PO34_00730, CHCC6052-GS489-31_00859, CHCC7249-GS982-66_00464, CHCC9673-GS819_01334, Ll_cremoris_MG1363_complete_00447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG32,CHCC10541-GS815_00866, CHCC11547-GS820-49_01871, CHCC11553-GS816-84_00516, CHCC11562-GS805-49_02302, CHCC11563-GS802-50_01672, CHCC11806-GS806-49_01065, CHCC12076-GS809-57_00677, CHCC12087-GS810-64_00287, CHCC12088-GS811-49_00894, CHCC13371-GS817-49_01120, CHCC2289-PO35_00044, CHCC3027-GS813-49_00716, CHCC3370-GS818-49_00701, CHCC4421-GS935-60_01419, CHCC4433-GS981-66_01252, CHCC6052-GS489-31_02324, CHCC7249-GS982-66_02124, CHCC9673-GS819_00190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG33,CHCC10541-GS815_01209, CHCC11547-GS820-49_00166, CHCC11553-GS816-84_00910, CHCC11562-GS805-49_01080, CHCC11563-GS802-50_01384, CHCC11806-GS806-49_00418, CHCC12076-GS809-57_02147, CHCC12087-GS810-64_00672, CHCC12088-GS811-49_00802, CHCC13371-GS817-49_01313, CHCC2289-PO35_01963, CHCC3027-GS813-49_01321, CHCC3370-GS818-49_00146, CHCC4421-GS935-60_01470, CHCC4433-GS981-66_01649, CHCC5614-PO34_00984, CHCC6052-GS489-31_01906, CHCC7249-GS982-66_01791, CHCC9673-GS819_00818, Ll_cremoris_MG1363_complete_02645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG34,CHCC10675-GS3471-167_01105, CHCC11806-GS806-49_01787, CHCC12076-GS809-57_01242, CHCC4421-GS935-60_01633, CHCC4421-GS935-60_03779, CHCC4421-GS935-60_00083, Il1403_contigs_01518, Ll_cremoris_MG1363_complete_02157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG35,CHCC11553-GS816-84_02472, CHCC11806-GS806-49_02061, CHCC12076-GS809-57_00923, CHCC12076-GS809-57_02421, CHCC12087-GS810-64_01436, CHCC12088-GS811-49_02278, CHCC3027-GS813-49_01558, CHCC3370-GS818-49_02351, CHCC6052-GS489-31_00819, CHCC6086-GS906-61_02763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG36,CHCC10541-GS815_01849, CHCC10675-GS3471-167_02163, CHCC11547-GS820-49_02107, CHCC11553-GS816-84_01835, CHCC11553-GS816-84_02098, CHCC11562-GS805-49_01143, CHCC11563-GS802-50_00791, CHCC11563-GS802-50_00881, CHCC11806-GS806-49_02327, CHCC11877-GS807-49_01834, CHCC12001-GS808J-54_01127, CHCC12076-GS809-57_00214, CHCC12087-GS810-64_01606, CHCC12087-GS810-64_01897, CHCC12088-GS811-49_01370, CHCC12088-GS811-49_01167, CHCC13371-GS817-49_00779, CHCC13371-GS817-49_01842, CHCC2289-PO35_01050, CHCC3027-GS813-49_00163, CHCC3027-GS813-49_00328, CHCC3370-GS818-49_01196, CHCC3370-GS818-49_02530, CHCC4421-GS935-60_01918, CHCC4421-GS935-60_02379, CHCC4421-GS935-60_04003, CHCC4433-GS981-66_00471, CHCC5614-PO34_00123, CHCC6052-GS489-31_01571, CHCC6086-GS906-61_01135, CHCC7249-GS982-66_00256, CHCC9673-GS819_02364, CHCC9673-GS819_02654, Il1403_contigs_01889, Ll_cremoris_MG1363_complete_01991,,,,,,,,,,,,,,,,,,,
OG37,CHCC10541-GS815_00830, CHCC11547-GS820-49_00799, CHCC11553-GS816-84_01177, CHCC11562-GS805-49_00649, CHCC11563-GS802-50_00752, CHCC11806-GS806-49_00511, CHCC12087-GS810-64_01106, CHCC12088-GS811-49_00929, CHCC13371-GS817-49_00347, CHCC2289-PO35_00132, CHCC3027-GS813-49_00124, CHCC3370-GS818-49_00371, CHCC4421-GS935-60_04581, CHCC4433-GS981-66_00036, CHCC5614-PO34_00595, CHCC6052-GS489-31_01613, CHCC7249-GS982-66_01673, CHCC9673-GS819_01599, Ll_cremoris_MG1363_complete_00319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG38,CHCC11547-GS820-49_02191, CHCC11806-GS806-49_00319, CHCC11877-GS807-49_00261, CHCC12001-GS808J-54_02018, CHCC3370-GS818-49_02223, CHCC4421-GS935-60_00125, CHCC5614-PO34_01931, CHCC6052-GS489-31_01693, CHCC6086-GS906-61_02155, CHCC9673-GS819_02040, Il1403_contigs_01707, Ll_cremoris_MG1363_complete_00958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG39,CHCC10541-GS815_01531, CHCC10675-GS3471-167_01535, CHCC11547-GS820-49_00259, CHCC11553-GS816-84_01085, CHCC11562-GS805-49_00565, CHCC11563-GS802-50_00933, CHCC11806-GS806-49_01723, CHCC11877-GS807-49_00492, CHCC12001-GS808J-54_01791, CHCC12076-GS809-57_01482, CHCC12087-GS810-64_01016, CHCC12088-GS811-49_02118, CHCC13371-GS817-49_00707, CHCC2289-PO35_00700, CHCC3027-GS813-49_00803, CHCC3370-GS818-49_00722, CHCC4421-GS935-60_02466, CHCC4433-GS981-66_00422, CHCC5614-PO34_02148, CHCC6052-GS489-31_01146, CHCC6086-GS906-61_00482, CHCC7249-GS982-66_00356, CHCC9673-GS819_00494, Il1403_contigs_00129, Ll_cremoris_MG1363_complete_00121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG40,CHCC11547-GS820-49_00469, CHCC11553-GS816-84_01744, CHCC2289-PO35_01357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG41,CHCC10675-GS3471-167_01284, CHCC4421-GS935-60_02701, CHCC4421-GS935-60_03239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG42,CHCC11553-GS816-84_00070, CHCC11563-GS802-50_00038, CHCC11877-GS807-49_01032, CHCC12001-GS808J-54_00979, CHCC12087-GS810-64_02057, CHCC12088-GS811-49_01922, CHCC13371-GS817-49_01014, CHCC3027-GS813-49_00434, CHCC5614-PO34_02243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG43,CHCC12001-GS808J-54_02563, CHCC5614-PO34_00931, CHCC6086-GS906-61_01093, Ll_cremoris_MG1363_complete_02082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG44,CHCC10675-GS3471-167_02402, CHCC5614-PO34_02033, CHCC6086-GS906-61_01565, Il1403_contigs_01421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG45,CHCC4421-GS935-60_02174, CHCC4421-GS935-60_04615, Ll_cremoris_MG1363_complete_02197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG46,CHCC6086-GS906-61_02625, Il1403_contigs_01121, Il1403_contigs_01536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG47,CHCC10675-GS3471-167_02405, CHCC11806-GS806-49_02566, CHCC12076-GS809-57_00345, CHCC12087-GS810-64_00429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG48,CHCC11562-GS805-49_01605, CHCC12088-GS811-49_01926, CHCC9673-GS819_01513,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG49,CHCC10675-GS3471-167_01276, CHCC4421-GS935-60_02709, CHCC4421-GS935-60_03245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG50,CHCC4421-GS935-60_03396, CHCC6086-GS906-61_00750, CHCC6086-GS906-61_01902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG51,CHCC2289-PO35_00220, CHCC5614-PO34_02137, Ll_cremoris_MG1363_complete_00653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG52,CHCC11562-GS805-49_00033, Il1403_contigs_00500, Il1403_contigs_01118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG53,CHCC13371-GS817-49_00312, CHCC4421-GS935-60_02196, CHCC6086-GS906-61_02623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG54,CHCC13371-GS817-49_00303, CHCC4421-GS935-60_01789, CHCC4421-GS935-60_02187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG55,CHCC11547-GS820-49_01140, CHCC11553-GS816-84_01655, CHCC12087-GS810-64_00563, CHCC12088-GS811-49_01042, CHCC3027-GS813-49_00036, CHCC3370-GS818-49_01297, CHCC4421-GS935-60_01781, CHCC6052-GS489-31_00442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG56,CHCC10541-GS815_02044, CHCC11547-GS820-49_00490, CHCC11553-GS816-84_01221, CHCC11562-GS805-49_01687, CHCC11563-GS802-50_00107, CHCC11806-GS806-49_02171, CHCC12076-GS809-57_02367, CHCC12087-GS810-64_01032, CHCC12088-GS811-49_01873, CHCC13371-GS817-49_01139, CHCC2289-PO35_01839, CHCC3027-GS813-49_00922, CHCC3370-GS818-49_01640, CHCC4421-GS935-60_02247, CHCC4433-GS981-66_01404, CHCC5614-PO34_01970, CHCC6052-GS489-31_00732, CHCC7249-GS982-66_02511, CHCC9673-GS819_02735, Ll_cremoris_MG1363_complete_00997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG57,CHCC10541-GS815_01729, CHCC11547-GS820-49_01387, CHCC11553-GS816-84_00063, CHCC11562-GS805-49_02257, CHCC11563-GS802-50_00031, CHCC12076-GS809-57_00085, CHCC12087-GS810-64_02050, CHCC12088-GS811-49_01915, CHCC13371-GS817-49_01021, CHCC2289-PO35_01134, CHCC3027-GS813-49_00441, CHCC4421-GS935-60_02216, CHCC4433-GS981-66_01693, CHCC7249-GS982-66_02196, CHCC9673-GS819_00962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG58,CHCC10541-GS815_00035, CHCC10675-GS3471-167_00235, CHCC11547-GS820-49_00765, CHCC11553-GS816-84_00606, CHCC11562-GS805-49_01282, CHCC11563-GS802-50_01280, CHCC11806-GS806-49_02296, CHCC11877-GS807-49_02185, CHCC12001-GS808J-54_00103, CHCC12076-GS809-57_00625, CHCC12087-GS810-64_02010, CHCC12088-GS811-49_00337, CHCC13371-GS817-49_00015, CHCC2289-PO35_01864, CHCC3027-GS813-49_01098, CHCC3370-GS818-49_00129, CHCC4421-GS935-60_00529, CHCC4421-GS935-60_04448, CHCC4433-GS981-66_00729, CHCC5614-PO34_01082, CHCC6052-GS489-31_01853, CHCC6086-GS906-61_01296, CHCC7249-GS982-66_02185, CHCC9673-GS819_01505, Il1403_contigs_01204, Ll_cremoris_MG1363_complete_01517,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OG59,CHCC10541-GS815_01475, CHCC10675-GS3471-167_01473, CHCC11553-GS816-84_00297, CHCC11562-GS805-49_00878, CHCC11562-GS805-49_02067, CHCC11563-GS802-50_00691, CHCC11563-GS802-50_00676, CHCC11806-GS806-49_00666, CHCC11806-GS806-49_00174, CHCC11877-GS807-49_00421, CHCC12001-GS808J-54_01720, CHCC12076-GS809-57_00512, CHCC12087-GS810-64_00146, CHCC12088-GS811-49_00667, CHCC13371-GS817-49_00169, CHCC2289-PO35_00566, CHCC3027-GS813-49_00422, CHCC3370-GS818-49_00949, CHCC4421-GS935-60_02555, CHCC5614-PO34_01866, CHCC6052-GS489-31_00353, CHCC6086-GS906-61_00570, CHCC7249-GS982-66_00649, CHCC9673-GS819_01051, Il1403_contigs_00039, Ll_cremoris_MG1363_complete_00035, Ll_cremoris_MG1363_complete_02617, Ll_cremoris_MG1363_complete_02317,,,,,,,,,,,,,,,,,,,,,,,,,,
OG60,CHCC10675-GS3471-167_02072, CHCC11547-GS820-49_02189, CHCC11806-GS806-49_00318, CHCC11877-GS807-49_00259, CHCC12001-GS808J-54_02016, CHCC3370-GS818-49_02222, CHCC4421-GS935-60_00126, CHCC5614-PO34_01932, CHCC6052-GS489-31_01692, CHCC6086-GS906-61_02156, CHCC9673-GS819_01619, Il1403_contigs_01705, Ll_cremoris_MG1363_complete_00959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
