"Id","Description","baseMean","All_norm","minus.ST_norm","minus.5614_norm","minus.6086_norm","minus.10675_norm","minus.SICO_norm","FoldChange.minusSTvsAll","log2FoldChange.minusSTvsAll","stat.minusSTvsAll","pvalue.minusSTvsAll","padj.minusSTvsAll","FoldChange.minus5614vsAll","log2FoldChange.minus5614vsAll","stat.minus5614vsAll","pvalue.minus5614vsAll","padj.minus5614vsAll","FoldChange.minus6086vsAll","log2FoldChange.minus6086vsAll","stat.minus6086vsAll","pvalue.minus6086vsAll","padj.minus6086vsAll","FoldChange.minus10675vsAll","log2FoldChange.minus10675vsAll","stat.minus10675vsAll","pvalue.minus10675vsAll","padj.minus10675vsAll","FoldChange.minusSICOvsAll","log2FoldChange.minusSICOvsAll","stat.minusSICOvsAll","pvalue.minusSICOvsAll","padj.minusSICOvsAll"
"OG1014","Transcriptional regulator ZitR",111.5,135.413793103448,180.551724137931,140.572413793103,91.5655172413793,193.448275862069,122.51724137931,1.333,0.414,2.084,0.0371535517820898,0.0802954576642392,1.045,0.064,0.315,0.752898667888832,0.825738468652044,0.715,-0.484,-2.214,0.0268334041547379,0.131220607768463,1.417,0.502,2.527,0.0114983744127985,0.0226516159443282,0.907,-0.141,-0.684,0.493886538210346,0.597938362279904
"OG1015","putative glycosyltransferase YkoT",602.85,359.88679245283,340.481132075472,372.235849056604,358.710691823899,342.833333333333,352.830188679245,0.947,-0.079,-0.645,0.519023320282473,0.634531451364945,1.037,0.052,0.424,0.671466379188396,0.764674497578018,0.987,-0.019,-0.151,0.880071798175894,0.953635978781561,0.951,-0.073,-0.597,0.550638281394768,0.624223578999341,0.982,-0.027,-0.217,0.828549040337767,0.883077481454013
"OG1016","putative protein YhaP",1211.83,546.551876379691,387.622516556291,508.16114790287,572.971302428256,529.626931567329,456.560706401766,0.709,-0.497,-4.197,2.70614466096588e-05,0.00017854827472087,0.929,-0.106,-0.896,0.370168798426557,0.497389759147961,1.048,0.067,0.564,0.572823787945571,0.785695940628727,0.969,-0.045,-0.386,0.6996716393909,0.755403060017707,0.835,-0.26,-2.2,0.0277921164084554,0.0589400836077276
"OG1017","Glycerol facilitator-aquaporin gla",1967.21,1222.34146341463,1172.82229965157,1037.94773519164,1096.58885017422,1812.66202090592,1348.7456445993,0.959,-0.06,-0.609,0.542378640559302,0.651585900556309,0.849,-0.235,-2.369,0.0178426537460503,0.045593830371567,0.899,-0.154,-1.533,0.125231946601106,0.338553510172351,1.483,0.569,5.771,7.88276513236149e-09,5.01520822451774e-08,1.103,0.141,1.427,0.153555428799226,0.235527207518616
"OG1018","Macrolide export ATP-binding/permease protein MacB",2320.21,636.475903614458,652.810240963855,279.09186746988,824.32078313253,780.105421686747,747.718373493976,1.026,0.037,0.228,0.819551124177686,0.875615294754867,0.439,-1.189,-7.255,4.00851679305272e-13,1.16246986998529e-11,1.296,0.374,2.293,0.021828256145164,0.119177597318439,1.227,0.296,1.818,0.0691364748289934,0.108308020240898,1.175,0.233,1.432,0.152076996185736,0.234651034244579
"OG1019","High-affinity zinc uptake system ATP-binding protein ZnuC",134.63,89.3020408163265,109.910204081633,82.4326530612245,98.4612244897959,138.151020408163,98.4612244897959,1.232,0.301,1.923,0.0544384380154181,0.107924852472538,0.911,-0.134,-0.826,0.408638272873786,0.534702965659613,1.076,0.105,0.632,0.52751714362914,0.751787289263472,1.544,0.626,4.058,4.95656837950203e-05,0.000158077769034246,1.091,0.126,0.781,0.434884791269129,0.546674732573189
"OG1020","putative amino-acid-binding protein YxeM",2470.41,1903.39285714286,2402.28214285714,1893.375,1412.51785714286,707.928571428571,1579.48214285714,1.261,0.335,2.275,0.0229075558401915,0.0531950132825303,0.994,-0.009,-0.058,0.953955050121079,0.967139794716248,0.742,-0.431,-2.904,0.00368214453499451,0.0345235656777305,0.371,-1.431,-9.631,5.91446200398648e-22,2.16921591734445e-20,0.83,-0.269,-1.825,0.0679611795369777,0.125925097893925
"OG1021","hypothetical protein",2868.22,4225.68055555556,3025.76388888889,2566.05555555556,5628.18055555556,3198.47916666667,3704.9375,0.716,-0.481,-3.755,0.000173452394368326,0.000861733608674514,0.607,-0.719,-5.599,2.15818466708725e-08,2.95742448336022e-07,1.33,0.412,3.21,0.00132927120316124,0.0164118929736838,0.758,-0.401,-3.124,0.00178265694343044,0.00428318537275097,0.877,-0.189,-1.476,0.139817432605207,0.219035601078759
"OG1022","Ribosomal small subunit pseudouridine synthase A",251.46,160.970695970696,117.131868131868,65.0732600732601,215.084249084249,275.362637362637,200.014652014652,0.73,-0.455,-3.252,0.0011475381881169,0.00443027901108908,0.404,-1.308,-8.663,4.58399547464205e-18,2.38176764869943e-16,1.363,0.447,3.222,0.00127456783309416,0.0158938608786842,1.72,0.782,5.872,4.31278266461017e-09,2.92284781672222e-08,1.247,0.319,2.34,0.0193045217584971,0.0426821606965353
"OG1023","UvrABC system protein C",1674.98,469.793650793651,424.730158730159,419.333333333333,453.873015873016,500.825396825397,442.809523809524,0.903,-0.147,-1.926,0.054142756100295,0.107681047618928,0.891,-0.166,-2.161,0.0307326804514734,0.0712335548754411,0.97,-0.044,-0.565,0.572143395487004,0.785695940628727,1.064,0.09,1.175,0.240194079474699,0.314293826972665,0.942,-0.087,-1.128,0.259222580537448,0.361173807743238
"OG1024","Protein RecA",6582.01,3181.41602067183,2990.5503875969,3249.54780361757,3505.64599483204,2691.93023255814,3464.09043927649,0.94,-0.09,-1.193,0.233016290738912,0.340646324210344,1.021,0.031,0.407,0.683655506127164,0.772208710272259,1.102,0.14,1.861,0.0628034642664791,0.216941606482824,0.847,-0.24,-3.193,0.00140817678016358,0.00344989478362277,1.089,0.123,1.638,0.10149699063724,0.171499657621461
"OG1025","hypothetical protein",11.84,52.9245283018868,38.811320754717,17.6415094339623,59.9811320754717,52.9245283018868,35.2830188679245,0.748,-0.419,-0.897,0.369954998608689,0.487668877043092,0.326,-1.618,-2.964,0.00303258516344206,0.0106225665696973,1.076,0.106,0.223,0.823216271723241,0.927200249010267,1.036,0.05,0.111,0.911730845257061,0.934205722297087,0.683,-0.55,-1.133,0.257199553882822,0.35956575898943
"OG1026","Serine permease SerP1",2794.21,962.296296296296,1086.96296296296,1095.92592592593,840.888888888889,1665.07407407407,1179.44444444444,1.129,0.175,1.475,0.14034598983329,0.232526628123812,1.139,0.187,1.575,0.115191379148476,0.205793194553223,0.868,-0.204,-1.695,0.0900182891549479,0.269876580251017,1.73,0.791,6.665,2.64212977005641e-11,2.38748972700025e-10,1.226,0.293,2.466,0.0136746447946429,0.0317547151935189
"OG1027","Ribosomal large subunit pseudouridine synthase E",223.16,253.713513513514,185.989189189189,210.248648648649,228.443243243243,263.821621621622,211.259459459459,0.728,-0.457,-3.452,0.00055730565420073,0.00233993316763741,0.825,-0.277,-2.096,0.0360795665807338,0.081484007697313,0.908,-0.139,-1.019,0.308312411213674,0.563577218322084,1.035,0.05,0.387,0.698516136184533,0.755403060017707,0.83,-0.268,-2.013,0.0440803715421126,0.0872511481158959
"OG103","PTS system EIIBC component",392.05,115.054961832061,110.201526717557,151.312977099237,106.775572519084,95.0702290076336,93.0717557251908,0.961,-0.058,-0.479,0.632143107352647,0.729215961950741,1.317,0.397,3.302,0.000959619504413672,0.00401941109662576,0.929,-0.106,-0.841,0.400190621634135,0.644007813039089,0.825,-0.277,-2.257,0.0240382781217905,0.0429451759568378,0.812,-0.301,-2.425,0.0153057731154318,0.0350207322476028
"OG1039","Alcohol dehydrogenase",236.3,161.7,99,124.3,145.2,143.55,105.6,0.613,-0.706,-4.646,3.38087345292216e-06,2.84861432148238e-05,0.773,-0.372,-2.468,0.013579833203684,0.0368131565325956,0.893,-0.164,-1.067,0.286172445870063,0.540030064305158,0.88,-0.185,-1.236,0.216366673763328,0.287336786137242,0.654,-0.613,-3.996,6.44187289736665e-05,0.000305437851825712
"OG104","FMN-binding protein",212.88,360.449275362319,304.891304347826,368.579710144928,306.246376811594,180.224637681159,210.036231884058,0.848,-0.237,-1.468,0.142239261421083,0.23430958915732,1.025,0.035,0.218,0.82712670091699,0.885345060981534,0.881,-0.183,-1.1,0.271538231929636,0.521738328530442,0.497,-1.009,-6.015,1.79654148123826e-09,1.31781601594359e-08,0.584,-0.776,-4.637,3.5306137769453e-06,2.54489906349756e-05
"OG1040","GTP pyrophosphokinase YwaC",841.43,819.794642857143,773.044642857143,920.808035714286,627.785714285714,511.745535714286,561,0.943,-0.085,-0.795,0.426782744900133,0.546036185568957,1.123,0.167,1.565,0.117577548148131,0.207970500057758,0.764,-0.389,-3.527,0.000421057181407181,0.00709538250290209,0.621,-0.687,-6.319,2.63112297184408e-10,2.1728545337017e-09,0.685,-0.547,-5.02,5.15446200954728e-07,4.83279257586876e-06
"OG1041","Lactate utilization protein B",13331.43,4952.44693877551,4942.90612244898,4499.06734693878,6252.28775510204,4478.84081632653,5400.10204081633,0.998,-0.003,-0.023,0.98185942336409,0.989796847966872,0.908,-0.139,-1.115,0.264753782803648,0.388409373124881,1.262,0.336,2.702,0.00689218223453893,0.0533823058786959,0.905,-0.145,-1.164,0.244301472562576,0.318998886162861,1.09,0.125,1.005,0.315061280059092,0.422077834469993
"OG1042","PTS-dependent dihydroxyacetone kinase, ADP-binding subunit DhaL",477.56,666.1875,571.713541666667,427.567708333333,415.880208333333,310.692708333333,398.348958333333,0.858,-0.222,-1.26,0.207687902007563,0.312032305787267,0.642,-0.64,-3.611,0.000304892915824272,0.00147938313631466,0.63,-0.668,-3.711,0.000206608595176852,0.00402563934664897,0.462,-1.113,-6.23,4.65010928043493e-10,3.69343074694418e-09,0.598,-0.741,-4.165,3.11440990160066e-05,0.000164562252004069
"OG1054","Glucose-1-phosphate thymidylyltransferase 1",4808.42,3054.76470588235,3327.17647058824,3541.35294117647,3455.94117647059,2339.76470588235,2949.94117647059,1.089,0.123,1.843,0.0653016370099878,0.125661454988287,1.159,0.213,3.196,0.00139209056239459,0.0054584926403331,1.131,0.178,2.639,0.00832688153388872,0.0614415459926582,0.767,-0.383,-5.711,1.12535213215176e-08,6.90346993872855e-08,0.966,-0.051,-0.754,0.450884265457058,0.560012628510908
"OG1059","Adenine phosphoribosyltransferase",945.07,697.459459459459,1168.4972972973,1027.99459459459,647.92972972973,1000.7027027027,1188.71351351351,1.676,0.745,5.823,5.79204456744416e-09,7.0810584074538e-08,1.473,0.559,4.354,1.33575540879505e-05,9.41066098738658e-05,0.919,-0.121,-0.918,0.358461431892725,0.607952090003615,1.434,0.52,4.054,5.03631532305421e-05,0.000160211357343077,1.705,0.77,6.002,1.95406253209872e-09,3.99461635660181e-08
"OG1060","Glycerate dehydrogenase AND Glyoxylate/hydroxypyruvate reductase A",2288.37,1652.50461538462,1046.62461538462,1131.20615384615,1661.71076923077,1153.07076923077,1254.91384615385,0.634,-0.658,-6.131,8.72314284516044e-10,1.29497132475179e-08,0.685,-0.546,-5.088,3.62309101929616e-07,3.61439560084985e-06,1.009,0.013,0.119,0.905179647924801,0.965576579095147,0.698,-0.518,-4.829,1.37391452811421e-06,5.76859062814284e-06,0.76,-0.397,-3.696,0.000219029137333648,0.000881062368564705
"OG1061","putative multidrug resistance ABC transporter ATP-binding/permease protein YheI",719.51,215.127272727273,154.236363636364,137.545454545455,281.581818181818,302.6,243.254545454545,0.72,-0.475,-4.155,3.25670060206811e-05,0.000207199267896885,0.64,-0.643,-5.571,2.53343107226494e-08,3.33563442857395e-07,1.303,0.382,3.348,0.000813682645049831,0.0116676542127394,1.413,0.498,4.45,8.58407149521241e-06,3.12079800423611e-05,1.132,0.179,1.587,0.112558294843638,0.185171759459125
"OG1062","hypothetical protein",239.94,443.457142857143,432.771428571429,366.87619047619,447.019047619048,390.028571428571,484.419047619048,0.978,-0.033,-0.183,0.85509384861063,0.899074223623488,0.825,-0.278,-1.53,0.126084741227184,0.220825382458284,0.986,-0.02,-0.109,0.912832977506311,0.969593460775443,0.879,-0.186,-1.029,0.30356162374808,0.385479984535495,1.094,0.129,0.718,0.472681773008608,0.57844373988394
"OG1063","Deoxyguanosine kinase",424.98,394.287735849057,406.63679245283,415.457547169811,347.537735849057,371.353773584906,313.13679245283,1.033,0.046,0.322,0.747430222589393,0.82190960103084,1.055,0.077,0.533,0.593712848440543,0.695826994365937,0.897,-0.157,-1.059,0.289400636295796,0.543145463045458,0.94,-0.089,-0.619,0.536019620696676,0.610425997268269,0.794,-0.333,-2.284,0.0223919487839951,0.048477014120906
"OG1064","ABC transporter ATP-binding protein YtrE AND putative ABC transporter ATP-binding protein",36.33,27.2,59.5,22.1,17.85,32.3,27.2,2.161,1.112,3.995,6.46131568731037e-05,0.000367911445756896,0.799,-0.324,-1.061,0.288548017576082,0.413618234450663,0.697,-0.521,-1.58,0.114121391816804,0.319559118299845,1.192,0.254,0.871,0.383760354385934,0.468247712249765,0.982,-0.026,-0.087,0.930978648922119,0.956285317303033
"OG1075","Diaminopimelate decarboxylase",641.5,269.119331742243,298.575178997613,236.09307875895,341.420047732697,329.369928400955,243.233890214797,1.107,0.146,1.409,0.158690005484007,0.254826554083258,0.875,-0.192,-1.823,0.0682926792112244,0.13390089776163,1.252,0.325,3.062,0.0021982232255456,0.0232303759513166,1.22,0.287,2.77,0.00561314711188314,0.0117442859874468,0.901,-0.151,-1.423,0.154778596582876,0.236820748391223
"OG1076","Signal transduction histidine-protein kinase ArlS",1458.17,650.12016293279,529.008146639511,653.16700610998,573.187372708758,479.116089613035,447.505091649694,0.813,-0.299,-2.501,0.012376893716879,0.0326991238664154,1.004,0.005,0.045,0.964316330413382,0.975265583151247,0.882,-0.181,-1.5,0.133541053339356,0.351642062039029,0.735,-0.444,-3.709,0.000208484007696932,0.000608851422946309,0.688,-0.539,-4.488,7.18466094743191e-06,4.64210994893658e-05
"OG1077","5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YwtE AND HMP-PP phosphatase",2769.24,2155.87356321839,2087.80842911877,2410.93869731801,2008.99616858238,1453.01149425287,1788.32183908046,0.967,-0.048,-0.65,0.515483605055536,0.632062984763278,1.117,0.16,2.174,0.029685918018906,0.0693227336508909,0.933,-0.1,-1.34,0.180323586328513,0.415292940904156,0.674,-0.569,-7.663,1.81587518503081e-14,2.83049544466677e-13,0.829,-0.27,-3.648,0.000264159832971098,0.00103913978458978
"OG1078","hypothetical protein",268.96,552.626865671642,1459.71641791045,881.970149253731,706.134328358209,371.208955223881,533.089552238806,2.65,1.406,6.104,1.03200973272624e-09,1.46240470080638e-08,1.601,0.679,2.923,0.00346354669605333,0.0118006631966626,1.269,0.343,1.45,0.147038544467147,0.370418313031379,0.662,-0.595,-2.5,0.0124185016084814,0.0240837815019849,0.963,-0.055,-0.233,0.815591372140264,0.874499089474556
"OG1079","hypothetical protein",102.59,179.33606557377,128.754098360656,133.352459016393,226.852459016393,153.27868852459,122.622950819672,0.72,-0.473,-2.275,0.0228947688341597,0.0531950132825303,0.742,-0.43,-2.059,0.03950278254033,0.0870317488123526,1.276,0.352,1.698,0.0895287632857641,0.269876580251017,0.866,-0.208,-1.009,0.313058071383704,0.394326681833817,0.692,-0.532,-2.509,0.012121897217213,0.0286831230168208
"OG1119","hypothetical protein",19.93,7.42063492063492,5.93650793650794,5.93650793650794,6.82698412698413,5.34285714285714,4.15555555555556,0.834,-0.261,-0.593,0.553010978901558,0.661808724270866,0.8,-0.321,-0.722,0.469988874652858,0.592490821365903,0.923,-0.116,-0.253,0.799930893256442,0.913474197702182,0.714,-0.485,-1.084,0.27832445577068,0.358544004489708,0.591,-0.76,-1.645,0.0999641596254088,0.169368623713159
"OG112","putative inner membrane transporter YicL",366.16,191.222580645161,184.587096774194,235.861290322581,232.845161290323,294.374193548387,185.793548387097,0.963,-0.055,-0.351,0.725850323063646,0.80653818434919,1.231,0.299,1.932,0.0533439087057657,0.109950172158826,1.218,0.284,1.799,0.0720344767434065,0.235766384511884,1.533,0.617,4.01,6.07488309803282e-05,0.000190336161388114,0.967,-0.049,-0.312,0.755245365527289,0.829041347546241
"OG1160","Lipoteichoic acid synthase 1",2246.67,499.875346260388,822.33379501385,530.178670360111,499.875346260388,615.908587257618,522.926592797784,1.645,0.718,11.506,1.2340946293637e-30,1.28243000234711e-28,1.06,0.085,1.333,0.18243739927321,0.290192822380776,1,0,-0.006,0.995219349584187,0.998018507029164,1.23,0.299,4.745,2.08864100751989e-06,8.44958727880458e-06,1.045,0.064,1.004,0.315199852899945,0.422077834469993
"OG1161","hypothetical protein",340.65,346.071428571429,480.857142857143,340,364.285714285714,519.714285714286,431.071428571429,1.396,0.481,3.954,7.68654344958901e-05,0.000429825994692264,0.987,-0.019,-0.15,0.881049095732312,0.918618915031934,1.046,0.065,0.508,0.611328581551253,0.807618695477797,1.509,0.593,4.879,1.06554870686023e-06,4.67865928681233e-06,1.249,0.321,2.595,0.00946768305057289,0.0233324125772024
"OG1162","DL-alanine permease SerP2",2452.88,928.089130434783,928.495652173913,1080.5347826087,801.254347826087,1278.10434782609,966.302173913043,1.001,0.002,0.016,0.986962504766656,0.991734281582611,1.165,0.22,2.126,0.0335350126069859,0.0763105122644368,0.859,-0.22,-2.097,0.0359856175077557,0.156499943756177,1.376,0.461,4.466,7.95544057818104e-06,2.93503976360703e-05,1.041,0.058,0.563,0.573231578009036,0.67435828092195
"OG1163","S-ribosylhomocysteine lyase",1554.14,1988.35443037975,1754.01265822785,1839.22784810127,1988.35443037975,1533.87341772152,1931.54430379747,0.883,-0.18,-1.452,0.146439863227235,0.240154485375596,0.926,-0.111,-0.895,0.370969714455397,0.497389759147961,1.003,0.004,0.033,0.97367783638293,0.996042872821587,0.772,-0.374,-3.01,0.00261191275109091,0.00604277402710643,0.972,-0.041,-0.331,0.74057471246748,0.815809776013205
"OG1164","hypothetical protein",59.14,234.6,173.4,176.8,268.6,159.8,193.8,0.755,-0.405,-1.488,0.136640405916631,0.229707028962653,0.762,-0.392,-1.43,0.152814590351537,0.251398145340852,1.12,0.163,0.594,0.552610513206981,0.769950067004587,0.7,-0.515,-1.87,0.0614449229009696,0.0975035869956179,0.836,-0.258,-0.942,0.346437663564391,0.454266841708513
"OG1165","putative oxidoreductase YhhX",3781.44,2345.49852507375,1867.2418879056,2133.67551622419,2314.05604719764,1777.32743362832,2077.9616519174,0.797,-0.328,-3.894,9.85995095822679e-05,0.000534580819343861,0.91,-0.136,-1.615,0.106362424791375,0.191944925781251,0.989,-0.016,-0.188,0.851138800280658,0.944279434119199,0.759,-0.399,-4.725,2.29820276501789e-06,9.18544502556831e-06,0.887,-0.174,-2.06,0.0393672365392516,0.079469601952055
"OG1166","Asparagine synthetase B [glutamine-hydrolyzing]",778.82,164.771698113208,275.207547169811,196.17358490566,164.418867924528,475.967924528302,372.235849056604,1.671,0.741,4.641,3.47342603819161e-06,2.90695454337244e-05,1.192,0.253,1.574,0.115442334894716,0.205825336188073,0.994,-0.009,-0.054,0.956942387294337,0.991136925087835,2.889,1.53,9.641,5.34491729997604e-22,2.01973087062731e-20,2.258,1.175,7.374,1.65837685065053e-13,1.21646819574189e-11
"OG1167","Putative triphosphatase YjbK",263.81,184.152284263959,303.756345177665,246.802030456853,178.456852791878,272.431472081218,317.045685279188,1.658,0.729,4.19,2.78608817797796e-05,0.000182698364549813,1.343,0.426,2.421,0.0154720774518082,0.040363348498755,0.95,-0.074,-0.403,0.686958116498021,0.851957224683927,1.48,0.565,3.23,0.00123865360040556,0.00309539286514174,1.724,0.786,4.495,6.97283288113681e-06,4.55242021087832e-05
"OG1168","GTPase Era",534.53,288.831683168317,377.085808580858,255.50495049505,324.009900990099,418.435643564356,315.986798679868,1.304,0.383,4.109,3.97735494878698e-05,0.000240765127239678,0.884,-0.178,-1.85,0.0643375908033044,0.127956899093653,1.119,0.163,1.665,0.0958681035687324,0.280627993310351,1.445,0.531,5.714,1.10305808263064e-08,6.86861781103025e-08,1.091,0.126,1.319,0.187072119755482,0.278044020661605
"OG1169","GTP pyrophosphokinase YjbM",1014.64,899.420353982301,824.12389380531,741.380530973451,1028.5,815.022123893805,728.141592920354,0.916,-0.127,-1.215,0.224384704902287,0.331919011877997,0.824,-0.278,-2.649,0.00806527853894502,0.0238893167174927,1.139,0.187,1.771,0.0766148828014542,0.244971176547214,0.906,-0.142,-1.356,0.175253305647957,0.240106639327398,0.81,-0.303,-2.876,0.00403308179296124,0.0109569782044067
"OG1170","NAD kinase",1493.63,1068.67037037037,1054.12592592593,1236.27777777778,1047.89259259259,805.485185185185,993.177777777778,0.986,-0.021,-0.205,0.837703299587118,0.886581478419163,1.157,0.21,2.095,0.0361685793318477,0.081484007697313,0.982,-0.026,-0.254,0.799244219987973,0.913474197702182,0.753,-0.409,-4.047,5.18439228327583e-05,0.000164084699930075,0.93,-0.104,-1.036,0.300053634571315,0.408154402421353
